Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)",Notes,,,
Northwest Africa 13328 **,NWA 13328,Official,,2020,(Northwest Africa),LL4-5 melt breccia,650 g,109,,,,,,
Northwest Africa 13329 **,NWA 13329,Official,,2020,(Northwest Africa),CO3,360 g,109,,,,,,
Northwest Africa 13331 **,NWA 13331,Official,,2020,(Northwest Africa),H7,563 g,109,,,,,,
Northwest Africa 13336 **,NWA 13336,Official,,2020,(Northwest Africa),CR2,290 g,109,,,,,,
Northwest Africa 13344 **,NWA 13344,Official,,2020,(Northwest Africa),Eucrite,7.7 g,109,,,,,,
Northwest Africa 13345 **,NWA 13345,Official,,2020,(Northwest Africa),Howardite,1245 g,109,,,,,,
Northwest Africa 13346 **,NWA 13346,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),48.7 g,109,,,,,,
Northwest Africa 13348 **,NWA 13348,Official,,2020,(Northwest Africa),CH3,69 g,109,,,,,,
Northwest Africa 13351 **,NWA 13351,Official,,2020,(Northwest Africa),Achondrite-ung,4.87 kg,109,,,,,,
Northwest Africa 13353 **,NWA 13353,Official,,2020,Algeria,CO3,222 g,109,,,,,,
Northwest Africa 13354 **,NWA 13354,Official,,2020,(Northwest Africa),Lodranite,240 g,109,,,,,,
Northwest Africa 13355 **,NWA 13355,Official,,2020,(Northwest Africa),Eucrite-an,672 g,109,,,,,,
Northwest Africa 13357 **,NWA 13357,Official,,2020,Algeria,CK3-6,38.9 g,109,,,,,,
Northwest Africa 13359 **,NWA 13359,Official,,2020,(Northwest Africa),Eucrite-pmict,96 g,109,,,,,,
Northwest Africa 13360 **,NWA 13360,Official,,2020,(Northwest Africa),Martian (shergottite),187 g,109,,,,,,
Northwest Africa 13362 **,NWA 13362,Official,,2020,(Northwest Africa),Martian (shergottite),4 g,109,,,,,,
Northwest Africa 13363 **,NWA 13363,Official,,2020,Algeria,Angrite,54 g,109,,,,,,
Northwest Africa 13367 **,NWA 13367,Official,,2020,Algeria,Martian (shergottite),249 g,109,,,,,,
Northwest Africa 13368 **,NWA 13368,Official,,2020,Mauritania,Martian (nakhlite),1105 g,109,,,,,,
Northwest Africa 13369 **,NWA 13369,Official,,2020,"Adrar, Algeria",Martian (shergottite),24.7 g,109,,,,,,
Northwest Africa 13370 **,NWA 13370,Official,,2020,Morocco,Howardite,312 g,109,,,,,,
Northwest Africa 13381 **,NWA 13381,Official,,2020,(Northwest Africa),CK3,1335 g,109,,,,,,
Northwest Africa 13391,NWA 13391,Official,,2020,(Northwest Africa),LL5,374 g,109,,,,,,
Northwest Africa 13392 **,NWA 13392,Official,,2020,(Northwest Africa),LL5-6,393 g,109,,,,,,
Northwest Africa 13393,NWA 13393,Official,,2020,(Northwest Africa),L6,944 g,109,,,,,,
Northwest Africa 13394 **,NWA 13394,Official,,2020,(Northwest Africa),LL6-melt breccia,480 g,109,,,,,,
Northwest Africa 13395 **,NWA 13395,Official,,2020,(Northwest Africa),Eucrite-mmict,736 g,109,,,,,,
Northwest Africa 13401 **,NWA 13401,Official,,2020,(Northwest Africa),Martian (shergottite),67 g,109,,,,,,
Northwest Africa 13412 **,NWA 13412,Official,,2020,(Northwest Africa),CV3,6 g,109,,,,,,
Northwest Africa 13413 **,NWA 13413,Official,,2020,(Northwest Africa),Howardite,242 g,109,,,,,,
Northwest Africa 13414 **,NWA 13414,Official,,2020,(Northwest Africa),L6-melt breccia,648 g,109,,,,,,
Northwest Africa 13426 **,NWA 13426,Official,,2020,(Northwest Africa),Lunar,137.3 g,109,,,,,,
Northwest Africa 13429 **,NWA 13429,Official,,2020,(Northwest Africa),L7,2.02 kg,109,,,,,,
Northwest Africa 13432 **,NWA 13432,Official,,2020,(Northwest Africa),Winonaite,4.46 kg,109,,,,,,
Northwest Africa 13433 **,NWA 13433,Official,,2020,Mauritania,Eucrite-unbr,24.7 kg,109,,,,,,
Northwest Africa 13434 **,NWA 13434,Official,,2020,(Northwest Africa),Eucrite-melt breccia,123.7 g,109,,,,,,
Northwest Africa 13435 **,NWA 13435,Official,,2020,(Northwest Africa),Diogenite,277 g,109,,,,,,
Northwest Africa 13436 **,NWA 13436,Official,,2020,(Northwest Africa),Eucrite-pmict,345 g,109,,,,,,
Northwest Africa 13437 **,NWA 13437,Official,,2020,(Northwest Africa),CV3,133.8 g,109,,,,,,
Northwest Africa 13438 **,NWA 13438,Official,,2020,(Northwest Africa),CO3,63.5 g,109,,,,,,
Northwest Africa 13442 **,NWA 13442,Official,,2020,(Northwest Africa),CO3.0,127 g,109,,,,,,
Northwest Africa 13443 **,NWA 13443,Official,,2020,(Northwest Africa),CO3.1,153 g,109,,,,,,
Northwest Africa 13446 **,NWA 13446,Official,,2020,Algeria,Achondrite-ung,6.48 kg,109,,,,,,
Northwest Africa 13447 **,NWA 13447,Official,,2020,(Northwest Africa),H3,269 g,109,,,,,,
Northwest Africa 13450 **,NWA 13450,Official,,2020,Algeria,Lunar (feldsp. breccia),629 g,109,,,,,,
Northwest Africa 13457 **,NWA 13457,Official,,2020,(Northwest Africa),Eucrite,11.78 kg,109,,,,,,
Northwest Africa 13461 **,NWA 13461,Official,,2020,(Northwest Africa),LL5-6,1870 g,109,,,,,,
Northwest Africa 13462 **,NWA 13462,Official,,2020,(Northwest Africa),Eucrite-melt breccia,277 g,109,,,,,,
Northwest Africa 13467 **,NWA 13467,Official,,2020,(Northwest Africa),Martian (shergottite),80 g,109,,,,,,
Northwest Africa 13468 **,NWA 13468,Official,,2020,(Northwest Africa),R3-6,280 g,109,,,,,,
Northwest Africa 13469 **,NWA 13469,Official,,2020,(Northwest Africa),Eucrite-melt breccia,27 g,109,,,,,,
Northwest Africa 13470 **,NWA 13470,Official,,2020,(Northwest Africa),Eucrite,104 g,109,,,,,,
Northwest Africa 13471 **,NWA 13471,Official,,2020,(Northwest Africa),Eucrite-melt breccia,100 g,109,,,,,,
Northwest Africa 13474 **,NWA 13474,Official,,2020,Morocco,Martian (shergottite),218 g,109,,,,,,
Northwest Africa 13476 **,NWA 13476,Official,,2020,(Northwest Africa),Ureilite,251 g,109,,,,,,
Northwest Africa 13477 **,NWA 13477,Official,,2020,(Northwest Africa),CO3,777 g,109,,,,,,
Northwest Africa 13478 **,NWA 13478,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),59 g,109,,,,,,
Northwest Africa 13479 **,NWA 13479,Official,,2020,(Northwest Africa),C2-ung,25.9 g,109,,,,,,
Northwest Africa 13480 **,NWA 13480,Official,,2020,(Northwest Africa),Eucrite-mmict,1495 g,109,,,,,,
Northwest Africa 13488 **,NWA 13488,Official,,2020,"Tarfaya, Morocco",CK6,39.3 g,109,,,,,,
Northwest Africa 13494 **,NWA 13494,Official,,2020,(Northwest Africa),Eucrite,64.3 g,109,,,,,,
Northwest Africa 13495 **,NWA 13495,Official,,2020,(Northwest Africa),CO3,572 g,109,,,,,,
Northwest Africa 13496 **,NWA 13496,Official,,2020,(Northwest Africa),Mesosiderite,123 g,109,,,,,,
Northwest Africa 13497 **,NWA 13497,Official,,2020,(Northwest Africa),Eucrite,528 g,109,,,,,,
Northwest Africa 13498 **,NWA 13498,Official,,2020,(Northwest Africa),LL3,68.8 g,109,,,,,,
Northwest Africa 13499 **,NWA 13499,Official,,2020,Algeria,Eucrite,177.7 g,109,,,,,,
Northwest Africa 13500 **,NWA 13500,Official,,2020,(Northwest Africa),L(LL)3,24.6 g,109,,,,,,
Northwest Africa 13506 **,NWA 13506,Official,,2020,(Northwest Africa),Martian (shergottite),233 g,110,,,,,,
Northwest Africa 13507 **,NWA 13507,Official,,2020,(Northwest Africa),Lodranite,259 g,110,,,,,,
Northwest Africa 13508 **,NWA 13508,Official,,2020,(Northwest Africa),Ureilite,1075 g,110,,,,,,
Northwest Africa 13510 **,NWA 13510,Official,,2020,(Northwest Africa),Howardite,1198 g,110,,,,,,
Northwest Africa 13511 **,NWA 13511,Official,,2020,(Northwest Africa),R4,1089 g,110,,,,,,
Northwest Africa 13513 **,NWA 13513,Official,,2020,(Northwest Africa),Ureilite,21 g,110,,,,,,
Northwest Africa 13514,NWA 13514,Official,,2020,Morocco,L5,2.78 kg,109,,,,,,
Northwest Africa 13515,NWA 13515,Official,,2020,Morocco,H5,3.91 kg,109,,,,,,
Northwest Africa 13516 **,NWA 13516,Official,,2020,(Northwest Africa),Eucrite-unbr,546 g,109,,,,,,
Northwest Africa 13518 **,NWA 13518,Official,,2020,(Northwest Africa),R4-5,2.63 kg,109,,,,,,
Northwest Africa 13519 **,NWA 13519,Official,,2020,(Northwest Africa),L3-5,234 g,109,,,,,,
Northwest Africa 13521 **,NWA 13521,Official,,2020,(Northwest Africa),L5,585 g,109,,,,,,
Northwest Africa 13534 **,NWA 13534,Official,,2020,(Northwest Africa),L4,3.56 kg,109,,,,,,
Northwest Africa 13542 **,NWA 13542,Official,,2020,(Northwest Africa),CV3,80 g,109,,,,,,
Northwest Africa 13543 **,NWA 13543,Official,,2020,(Northwest Africa),CV3,4.4 kg,109,,,,,,
Northwest Africa 13544 **,NWA 13544,Official,,2020,(Northwest Africa),CK5,2.5 kg,109,,,,,,
Northwest Africa 13545 **,NWA 13545,Official,,2020,(Northwest Africa),Eucrite,2.7 kg,109,,,,,,
Northwest Africa 13546 **,NWA 13546,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),2.3 kg,109,,,,,,
Northwest Africa 13547 **,NWA 13547,Official,,2020,(Northwest Africa),CM2,17 g,109,,,,,,
Northwest Africa 13548 **,NWA 13548,Official,,2020,(Northwest Africa),Eucrite-melt breccia,700 g,109,,,,,,
Northwest Africa 13549 **,NWA 13549,Official,,2020,(Northwest Africa),Eucrite,25 g,109,,,,,,
Northwest Africa 13551 **,NWA 13551,Official,,2020,(Northwest Africa),H6,302 g,109,,,,,,
Northwest Africa 13552 **,NWA 13552,Official,,2020,(Northwest Africa),H5,140 g,109,,,,,,
Northwest Africa 13553 **,NWA 13553,Official,,2020,(Northwest Africa),L5,455 g,109,,,,,,
Northwest Africa 13554,NWA 13554,Official,,2020,(Northwest Africa),H5,89 g,109,,,,,,
Northwest Africa 13555 **,NWA 13555,Official,,2020,(Northwest Africa),LL6,682 g,109,,,,,,
Northwest Africa 13556 **,NWA 13556,Official,,2020,(Northwest Africa),LL6,286 g,109,,,,,,
Northwest Africa 13557 **,NWA 13557,Official,,2020,(Northwest Africa),CK6,20 g,109,,,,,,
Northwest Africa 13558 **,NWA 13558,Official,,2020,(Northwest Africa),H6,80 g,109,,,,,,
Northwest Africa 13559 **,NWA 13559,Official,,2020,(Northwest Africa),CO3,172 g,109,,,,,,
Northwest Africa 13560 **,NWA 13560,Official,,2020,(Northwest Africa),H5,2.92 kg,109,,,,,,
Northwest Africa 13561 **,NWA 13561,Official,,2020,(Northwest Africa),Martian (polymict breccia),1.5 g,109,,,,,,
Northwest Africa 13562 **,NWA 13562,Official,,2020,(Northwest Africa),Lodranite,90 g,109,,,,,,
Northwest Africa 13563 **,NWA 13563,Official,,2020,(Northwest Africa),L6,120 g,109,,,,,,
Northwest Africa 13564 **,NWA 13564,Official,,2020,(Northwest Africa),Pallasite,75 g,109,,,,,,
Northwest Africa 13565 **,NWA 13565,Official,,2020,Mauritania,Mesosiderite,1085 g,109,,,,,,
Northwest Africa 13566 **,NWA 13566,Official,,2020,Morocco,LL4,826 g,109,,,,,,
Northwest Africa 13567 **,NWA 13567,Official,,2020,Morocco,LL3.1,1980 g,109,,,,,,
Northwest Africa 13568 **,NWA 13568,Official,,2020,"Tindouf, Algeria",Lunar,825 g,109,,,,,,
Northwest Africa 13569 **,NWA 13569,Official,,2020,Morocco,CVred3,24.2 g,109,,,,,,
Northwest Africa 13572 **,NWA 13572,Official,,2020,Western Sahara,Howardite,1650 g,109,,,,,,
Northwest Africa 13573 **,NWA 13573,Official,,2020,Morocco,CVoxA3,2.88 kg,109,,,,,,
Northwest Africa 13574 **,NWA 13574,Official,,2020,Morocco,Howardite,1525 g,109,,,,,,
Northwest Africa 13575 **,NWA 13575,Official,,2020,Morocco,CVoxB3,1912 g,109,,,,,,
Northwest Africa 13578 **,NWA 13578,Official,,2020,Algeria,CK6,6.44 kg,110,,,,,,
Northwest Africa 13580 **,NWA 13580,Official,,2020,Algeria,Diogenite,700 g,109,,,,,,
Northwest Africa 13621 **,NWA 13621,Official,,2020,Mali,Lunar (feldsp. breccia),1608 g,109,,,,,,
Northwest Africa 13623 **,NWA 13623,Official,,2020,(Northwest Africa),Mesosiderite,1889 g,109,,,,,,
Northwest Africa 13624 **,NWA 13624,Official,,2020,(Northwest Africa),Winonaite,1161 g,109,,,,,,
Northwest Africa 13625 **,NWA 13625,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),54 g,109,,,,,,
Northwest Africa 13626,NWA 13626,Official,,2020,(Northwest Africa),H5,138 g,109,,,,,,
Northwest Africa 13627 **,NWA 13627,Official,,2020,(Northwest Africa),H3,51 g,109,,,,,,
Northwest Africa 13628 **,NWA 13628,Official,,2020,(Northwest Africa),Eucrite,67 g,109,,,,,,
Northwest Africa 13629 **,NWA 13629,Official,,2020,(Northwest Africa),H5,420 g,109,,,,,,
Northwest Africa 13630 **,NWA 13630,Official,,2020,(Northwest Africa),Diogenite,85 g,109,,,,,,
Northwest Africa 13633 **,NWA 13633,Official,,2020,Algeria,LL3,605 g,109,,,,,,
Northwest Africa 13635 **,NWA 13635,Official,,2020,Algeria,H6,2.91 kg,109,,,,,,
Northwest Africa 13637 **,NWA 13637,Official,,2020,Algeria,Lunar (feldsp. breccia),8.6 g,110,,,,,,
Northwest Africa 13638 **,NWA 13638,Official,,2020,Algeria,Lunar (feldsp. breccia),512 g,110,,,,,,
Northwest Africa 13639 **,NWA 13639,Official,,2020,Morocco,Mesosiderite,361 g,110,,,,,,
Northwest Africa 13640 **,NWA 13640,Official,,2020,Mauritania,Winonaite,935 g,110,,,,,,
Northwest Africa 13642 **,NWA 13642,Official,,2020,(Northwest Africa),Ureilite,169 g,110,,,,,,
Northwest Africa 13643 **,NWA 13643,Official,,2020,(Northwest Africa),CM2,170 g,110,,,,,,
Northwest Africa 13644 **,NWA 13644,Official,,2020,(Northwest Africa),L-melt rock,165 g,110,,,,,,
Northwest Africa 13645 **,NWA 13645,Official,,2020,(Northwest Africa),Martian (shergottite),135 g,110,,,,,,
Northwest Africa 13646 **,NWA 13646,Official,,2020,(Northwest Africa),LL4-6,688 g,110,,,,,,
Northwest Africa 13649 **,NWA 13649,Official,,2020,(Northwest Africa),Howardite,164 g,110,,,,,,
Northwest Africa 13650 **,NWA 13650,Official,,2020,(Northwest Africa),R3,131 g,110,,,,,,
Northwest Africa 13651 **,NWA 13651,Official,,2020,(Northwest Africa),Eucrite,376 g,110,,,,,,
Northwest Africa 13652 **,NWA 13652,Official,,2020,(Northwest Africa),Winonaite,390 g,110,,,,,,
Northwest Africa 13653 **,NWA 13653,Official,,2020,(Northwest Africa),H4,525 g,110,,,,,,
Northwest Africa 13656 **,NWA 13656,Official,,2020,(Northwest Africa),CV3,811 g,110,,,,,,
Northwest Africa 13666 **,NWA 13666,Official,,2020,(Northwest Africa),H4,455 g,110,,,,,,
Northwest Africa 13669 **,NWA 13669,Official,,2020,(Northwest Africa),Martian (nakhlite),139.2 g,110,,,,,,
Northwest Africa 13671 **,NWA 13671,Official,,2020,Algeria,C3-ung,35 g,110,,,,,,
Northwest Africa 13673 **,NWA 13673,Official,,2020,(Northwest Africa),Achondrite (brachinite-like),334 g,111,,,,,,
Northwest Africa 13675 **,NWA 13675,Official,,2020,(Northwest Africa),CK5,24 g,110,,,,,,
Northwest Africa 13676 **,NWA 13676,Official,,2020,Algeria,Lunar (feldsp. breccia),698 g,110,,,,,,
Northwest Africa 13677 **,NWA 13677,Official,,2020,(Northwest Africa),Winonaite,2.28 kg,110,,,,,,
Northwest Africa 13679 **,NWA 13679,Official,,2020,(Northwest Africa),Winonaite,1240 g,110,,,,,,
Northwest Africa 13680 **,NWA 13680,Official,,2020,(Northwest Africa),Ureilite,848 g,110,,,,,,
Northwest Africa 13682 **,NWA 13682,Official,,2020,(Northwest Africa),H6,2.88 kg,110,,,,,,
Northwest Africa 13684 **,NWA 13684,Official,,2020,Mauritania,CK5,170 g,110,,,,,,
Northwest Africa 13685 **,NWA 13685,Official,,2020,Mauritania,R3-6,486 g,110,,,,,,
Northwest Africa 13686 **,NWA 13686,Official,,2020,Mauritania,R5,341 g,110,,,,,,
Northwest Africa 13689 **,NWA 13689,Official,,2020,(Northwest Africa),C3.00-ung,165 g,110,,,,,,
Northwest Africa 13691 **,NWA 13691,Official,,2020,(Northwest Africa),L6,140.8 g,110,,,,,,
Northwest Africa 13692 **,NWA 13692,Official,,2020,(Northwest Africa),Diogenite,950 g,110,,,,,,
Northwest Africa 13696 **,NWA 13696,Official,,2020,(Northwest Africa),Winonaite,646 g,110,,,,,,
Northwest Africa 13700,NWA 13700,Official,,2020,Mauritania,LL6,1460 g,110,,,,,,
Northwest Africa 13702 **,NWA 13702,Official,,2020,Morocco,CK5,34.5 g,110,,,,,,
Northwest Africa 13704 **,NWA 13704,Official,,2020,(Northwest Africa),Martian (shergottite),17 g,110,,,,,,
Northwest Africa 13705 **,NWA 13705,Official,,2020,(Northwest Africa),Diogenite,235 g,110,,,,,,
Northwest Africa 13707 **,NWA 13707,Official,,2020,(Northwest Africa),CM2,26.7 g,110,,,,,,
Northwest Africa 13708 **,NWA 13708,Official,,2020,(Northwest Africa),LL3,520 g,110,,,,,,
Northwest Africa 13709 **,NWA 13709,Official,,2020,(Northwest Africa),L-melt rock,254 g,110,,,,,,
Northwest Africa 13710 **,NWA 13710,Official,,2020,(Northwest Africa),Diogenite,398 g,110,,,,,,
Northwest Africa 13711 **,NWA 13711,Official,,2020,(Northwest Africa),CM2,26.3 g,110,,,,,,
Northwest Africa 13712 **,NWA 13712,Official,,2020,(Northwest Africa),Diogenite,198.5 g,110,,,,,,
Northwest Africa 13713 **,NWA 13713,Official,,2020,(Northwest Africa),Winonaite,118.3 g,110,,,,,,
Northwest Africa 13714 **,NWA 13714,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),39.2 g,110,,,,,,
Northwest Africa 13715 **,NWA 13715,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),176.6 g,110,,,,,,
Northwest Africa 13716 **,NWA 13716,Official,,2020,(Northwest Africa),Martian (shergottite),53.5 g,110,,,,,,
Northwest Africa 13717 **,NWA 13717,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),24.2 g,110,,,,,,
Northwest Africa 13718 **,NWA 13718,Official,,2020,(Northwest Africa),LL6,58.8 g,110,,,,,,
Northwest Africa 13719 **,NWA 13719,Official,,2020,(Northwest Africa),CO3,67.3 g,110,,,,,,
Northwest Africa 13720 **,NWA 13720,Official,,2020,(Northwest Africa),"Pallasite, PMG",143.4 g,110,,,,,,
Northwest Africa 13724 **,NWA 13724,Official,,2020,(Northwest Africa),CR2,476 g,110,,,,,,
Northwest Africa 13728 **,NWA 13728,Official,,2020,(Northwest Africa),Pallasite,40 g,110,,,,,,
Northwest Africa 13730 **,NWA 13730,Official,,2020,(Northwest Africa),Eucrite-unbr,233 g,110,,,,,,
Northwest Africa 13733 **,NWA 13733,Official,,2020,Algeria,LL(L)3,287 g,110,,,,,,
Northwest Africa 13734 **,NWA 13734,Official,,2020,Algeria,Eucrite-mmict,2.9 kg,110,,,,,,
Northwest Africa 13737 **,NWA 13737,Official,,2020,(Northwest Africa),H5,7.12 kg,110,,,,,,
Northwest Africa 13738 **,NWA 13738,Official,,2020,"Adrar, Algeria",LL3,431 g,110,,,,,,
Northwest Africa 13739 **,NWA 13739,Official,,2020,"Tindouf, Algeria",Lunar,712 g,110,,,,,,
Northwest Africa 13740 **,NWA 13740,Official,,2020,Algeria,Mesosiderite,405 g,110,,,,,,
Northwest Africa 13741 **,NWA 13741,Official,,2020,Mauritania,LL3-5,257 g,110,,,,,,
Northwest Africa 13742 **,NWA 13742,Official,,2020,Mauritania,Eucrite,272 g,110,,,,,,
Northwest Africa 13745 **,NWA 13745,Official,,2020,(Northwest Africa),Eucrite-mmict,1094 g,110,,,,,,
Northwest Africa 13747 **,NWA 13747,Official,,2020,(Northwest Africa),CK5,643 g,110,,,,,,
Northwest Africa 13750 **,NWA 13750,Official,,2020,Algeria,Lodranite,573 g,110,,,,,,
Northwest Africa 13753 **,NWA 13753,Official,,2020,Algeria,L5,1622 g,110,,,,,,
Northwest Africa 13754 **,NWA 13754,Official,,2020,(Northwest Africa),Lodranite,1096 g,110,,,,,,
Northwest Africa 13755 **,NWA 13755,Official,,2020,Mali,LL3,125 g,110,,,,,,
Northwest Africa 13756 **,NWA 13756,Official,,2020,Niger,R4,201 g,110,,,,,,
Northwest Africa 13757 **,NWA 13757,Official,,2020,Algeria,Lunar (melt breccia),16.97 kg,110,,,,,,
Northwest Africa 13760 **,NWA 13760,Official,,2020,(Northwest Africa),Iron,36.1 g,110,,,,,,
Northwest Africa 13767,NWA 13767,Official,,2020,(Northwest Africa),H5,6.66 kg,110,,,,,,
Northwest Africa 13768 **,NWA 13768,Official,,2020,(Northwest Africa),Howardite,1680 g,110,,,,,,
Northwest Africa 13769 **,NWA 13769,Official,,2020,(Northwest Africa),CO3,761 g,110,,,,,,
Northwest Africa 13771 **,NWA 13771,Official,,2020,(Northwest Africa),Eucrite-melt breccia,121.4 g,110,,,,,,
Northwest Africa 13772 **,NWA 13772,Official,,2020,(Northwest Africa),L3,315 g,110,,,,,,
Northwest Africa 13779 **,NWA 13779,Official,,2020,(Northwest Africa),Lunar (feldsp. breccia),80 g,110,,,,,,
Northwest Africa 13780 **,NWA 13780,Official,,2020,(Northwest Africa),L6-melt breccia,460 g,110,,,,,,
Northwest Africa 13781,NWA 13781,Official,,2020,(Northwest Africa),LL6,400 g,110,,,,,,
Northwest Africa 13784 **,NWA 13784,Official,,2020,(Northwest Africa),CV3-an,290 g,110,,,,,,
Northwest Africa 13788 **,NWA 13788,Official,,2020,"Ouargla, Algeria",Lunar (melt breccia),2.6 kg,110,,,,,,
Northwest Africa 13789 **,NWA 13789,Official,,2020,(Northwest Africa),Diogenite,1673 g,110,,,,,,
Northwest Africa 13790 **,NWA 13790,Official,,2020,(Northwest Africa),Winonaite,838 g,110,,,,,,
Northwest Africa 13791 **,NWA 13791,Official,,2020,(Northwest Africa),Achondrite-ung,142.6 g,110,,,,,,
Northwest Africa 13792 **,NWA 13792,Official,,2020,Algeria,"Iron, IIIAB",4.54 kg,110,,,,,,
Northwest Africa 13831 **,NWA 13831,Official,,2020,Algeria,L3,490 g,110,,,,,,
Northwest Africa 13835 **,NWA 13835,Official,,2020,(Northwest Africa),Eucrite-unbr,106.2 g,110,,,,,,
Northwest Africa 13836 **,NWA 13836,Official,,2020,(Northwest Africa),Eucrite-cm,1.85 g,110,,,,,,
Northwest Africa 13837 **,NWA 13837,Official,,2020,(Northwest Africa),Lunar (troct),20.3 g,110,,,,,,
Northwest Africa 13838,NWA 13838,Official,,2020,(Northwest Africa),L5,276 g,110,,,,,,
Northwest Africa 13839 **,NWA 13839,Official,,2020,(Northwest Africa),Acapulcoite,211 g,110,,,,,,
Northwest Africa 13840,NWA 13840,Official,,2020,(Northwest Africa),LL6,253 g,110,,,,,,
Northwest Africa 13844 **,NWA 13844,Official,,2020,(Northwest Africa),CM2,4.13 g,110,,,,,,
Northwest Africa 13856 **,NWA 13856,Official,,2020,Algeria,Achondrite-ung,374 g,110,,,,,,
Northwest Africa 13857 **,NWA 13857,Official,,2020,Algeria,Achondrite-ung,476 g,110,,,,,,
Northwest Africa 13858 **,NWA 13858,Official,,2020,Algeria,Mesosiderite,2.44 kg,110,,,,,,
Northwest Africa 13860 **,NWA 13860,Official,,2020,(Northwest Africa),LL6,16.2 g,110,,,,,,
Northwest Africa 13861 **,NWA 13861,Official,,2020,(Northwest Africa),Eucrite-melt breccia,130 g,110,,,,,,
Northwest Africa 13863 **,NWA 13863,Official,,2020,(Northwest Africa),Achondrite-ung,280 g,110,,,,,,
Northwest Africa 13865 **,NWA 13865,Official,,2020,Mali,LL3,94 g,110,,,,,,
Northwest Africa 13866 **,NWA 13866,Official,,2020,Morocco,L6,6.06 kg,110,,,,,,
Northwest Africa 13867 **,NWA 13867,Official,,2020,(Northwest Africa),CO3,519 g,110,,,,,,
Northwest Africa 13868 **,NWA 13868,Official,,2020,Algeria,LL3,880 g,110,,,,,,
Northwest Africa 13874 **,NWA 13874,Official,,2020,(Northwest Africa),L4,363 g,110,,,,,,
Northwest Africa 13877 **,NWA 13877,Official,,2020,(Northwest Africa),CK3,1025 g,110,,,,,,
Northwest Africa 13884 **,NWA 13884,Official,,2020,(Northwest Africa),Martian (shergottite),4.11 g,110,,,,,,
Northwest Africa 13886 **,NWA 13886,Official,,2020,(Northwest Africa),CO3,189 g,110,,,,,,
Northwest Africa 13893 **,NWA 13893,Official,,2020,Morocco,LL-melt rock,75 g,110,,,,,,
Northwest Africa 13894 **,NWA 13894,Official,,2020,Morocco,L5-melt breccia,890 g,110,,,,,,
