name,reclass,mass,fall,year,latitude,longitude,coordinates,,decade,address,ccode,country
bischopville is a synonym for bishopville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bischtuebe is a synonym for bischtübe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bishtiube is a synonym for bischtübe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bissempore is a synonym for shalka (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bistjube is a synonym for bischtübe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bithur is a synonym for futtehpur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bitsburg is a synonym for bitburg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bjelaja-zerkov is a synonym for bjelaja zerkov (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
bjelokrynitschie is a synonym for bielokrynitschie (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bjorböle is a synonym for bjurböle (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bjurboele is a synonym for bjurböle (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
blaauw-kapel is a synonym for utrecht (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
black moshannon park is a synonym for black moshannan park (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
blake's iron is a synonym for babb's mill (blake's iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
blendija is a synonym for soko-banja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bloody basin is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
blount county is a synonym for summit (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bluebush ridge is a synonym for hughes 030 (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bluff is a synonym for bluff (a) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
boaz is a synonym for boaz (stone) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
boaz (iron) is a synonym for hope (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bobrik is a synonym for kharkov (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bochechki is a synonym for botschetschki (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
boelus is a synonym for arcadia (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
boenpalli is a synonym for alwal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bogota is a synonym for santa rosa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
boguslawka is a synonym for boguslavka (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bohumilice is a synonym for bohumilitz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bois de fontaine is a synonym for charsonville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
boise city is a synonym for keyes (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
boisfontaine is a synonym for charsonville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bokkeveld is a synonym for cold bokkeveld (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bolshaja korta is a synonym for bolshaya korta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bolson de mapimi is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bomba is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bonanza iron is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bond springs is a synonym for mount sir charles (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bondoc peninsula is a synonym for bondoc (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
borcut is a synonym for borkut (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bordeaux is a synonym for barbotan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
borgo san donnino is a synonym for borgo san donino (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
borordino is a synonym for borodino (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
borovaya is a synonym for angara (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
borowaja is a synonym for angara (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bosna is a synonym for ozren (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bosnia is a synonym for ozren (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bottcher island is a synonym for mauritius (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
bôttcher island is a synonym for mauritius (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bouanane 005 is a synonym for northwest africa 034 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
boulia is a synonym for glenormiston (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bourbon-vendée is a synonym for chantonnay (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bourbon-vendée is a synonym for st. christophe-la-chartreuse (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bourdeaux is a synonym for mornans (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
boutel fil (a) is a synonym for boutel fil (assigned on discovery of (b)),,,,,0,0,,,,,N/A,Ocean/Unknown
bouvante-le-haut is a synonym for bouvante (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bowesmont (a) is a synonym for bowesmont (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
boxian is a synonym for bo xian (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
boyett is a synonym for cross roads (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bradley county is a synonym for cleveland (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bragin is a synonym for brahin (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brambanan is a synonym for prambanan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bramudor is a synonym for tomatlan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brandenburg is a synonym for seeläsgen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brandenburg is a synonym for linum (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
branibor is a synonym for seeläsgen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brasil is a synonym for minas gerais (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brasky is a synonym for limerick (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brazos is a synonym for red river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brazos is a synonym for wichita county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brazos river is a synonym for wichita county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brazzaville is a synonym for massenya (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
breece is a synonym for grant (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
breitenbach is a synonym for steinbach (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brescia is a synonym for trenzano (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brescia is a synonym for alfianello (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bridgewater station is a synonym for bridgewater (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
briscoe county is a synonym for briscoe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brookville is a synonym for rushville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
broumov is a synonym for braunau (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brownfield (1966) is a synonym for brownfield (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brownfield (b) is a synonym for brownfield (1964) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brownfield no. 2 is a synonym for brownfield (1964) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bruce is a synonym for cranbourne (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brule is a synonym for ogallala (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brununu is a synonym for bununu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
brusa is a synonym for domanitch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bubuowly is a synonym for supuhee (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bückeberg is a synonym for obernkirchen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
budetin is a synonym for gross-divina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buen huerto is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buenos aires is a synonym for el perdido (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bueste is a synonym for beuste (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buey muerto is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bugaldi is a synonym for boogaldi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bulloah is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buncombe county is a synonym for asheville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buncombe county is a synonym for black mountain (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bunzlau is a synonym for ploschkovitz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bunzlau is a synonym for lissa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bur is a synonym for bur-gheluai (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bur gheluai is a synonym for bur-gheluai (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
bur-hagaba is a synonym for bur-gheluai (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
burgavii is a synonym for burgavli (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
burggraf is a synonym for elbogen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
burgos is a synonym for berlanguillas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
burguon is a synonym for chandakapur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
burke county is a synonym for bridgewater (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
burke county is a synonym for linville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
burracoppin is a synonym for lake brown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
bushhof is a synonym for buschhof (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
businski is a synonym for milena (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
butcher iron is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buther iron is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buwah is a synonym for suwahib (buwah) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
buwaj suwaihib is a synonym for suwahib (buwah) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cabarras county is a synonym for monroe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cabarrus county is a synonym for monroe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cabaya is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cabell is a synonym for cadell (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cabeza de mayo is a synonym for cabezo de mayo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cabezzo de mayo is a synonym for cabezo de mayo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cacak is a synonym for guêa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cacak is a synonym for jelica (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cachinal is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cacova is a synonym for kakowa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caille is a synonym for la caille (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
calama 193 is a synonym for calama 153 (calama 193 is a duplicate of 153),,,,,0,0,,,,,N/A,Ocean/Unknown
calate 008 is a synonym for calate 005 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
calate 009 is a synonym for calate 006 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
calate 010 is a synonym for calate 007 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
calchaqui is a synonym for vera (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
calderilla is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caldiero is a synonym for vago (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
callac is a synonym for kerilis (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
callihan is a synonym for calliham (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
camaro is a synonym for messina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
camaro superiore is a synonym for messina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
camp verde is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
campamento dadin is a synonym for dadin (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
campo del pucara is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
campo del puchara is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
can-can is a synonym for paranaiba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cañada de hierro is a synonym for tucson (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canara is a synonym for udipi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canca is a synonym for paranaiba (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
cancã is a synonym for paranaiba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canemorto is a synonym for orvinio (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caney fork is a synonym for smithville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caney fork is a synonym for carthage (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cannakale is a synonym for çanakkale (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cañon diablo is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canoncito is a synonym for glorieta mountain (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cany fork is a synonym for smithville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canyellas is a synonym for cañellas (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
canyelles is a synonym for cañellas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canyon diablo (1936) is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canyon diablo (1949) is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canyon diablo no. 2 is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
canyon diablo no. 3 is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cape is a synonym for cape of good hope (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cape iron is a synonym for cape of good hope (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cape province is a synonym for deelfontein (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
capeisen is a synonym for cape of good hope (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caperr aiken is a synonym for caperr (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
capitan range is a synonym for el capitan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
capland is a synonym for hex river mountains (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
capland is a synonym for cape of good hope (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caracoles is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caralue is a synonym for cowell (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caranzalillo is a synonym for corrizatillo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caranzatillo is a synonym for corrizatillo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caraweena is a synonym for carraweena (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carcoar is a synonym for cowra (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carevar is a synonym for cowra (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cariani is a synonym for vigarano (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caribrod is a synonym for dimitrovgrad (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carleton iron is a synonym for tucson (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carlisle lakes (a) is a synonym for carlisle lakes (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carlisle lakes 001 is a synonym for carlisle lakes (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carlsburg is a synonym for ohaba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carlton-county is a synonym for carlton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carlton-hamilton is a synonym for carlton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carnarvon is a synonym for kopjes vlei (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carnavelpattu is a synonym for mulletiwu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carrisalillo is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carrizalillo is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carrizalillo is a synonym for corrizatillo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carroll county is a synonym for eagle station (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carsie is a synonym for strathmore (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carsons well is a synonym for needles (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
carthago is a synonym for carthage (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caryfort is a synonym for carthage (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caryfort is a synonym for smithville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
casa grande is a synonym for indian butte (in mb102),,,,,0,0,,,,,N/A,Ocean/Unknown
casale is a synonym for motta di conti (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
casale is a synonym for cereseto (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
casale monferrato is a synonym for cereseto (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
casale piemonte is a synonym for motta di conti (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caserio ucera is a synonym for ucera (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
casignano is a synonym for borgo san donino (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
casique catan is a synonym for campo del cielo (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
castel beradengo is a synonym for castel berardenga (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
caster farm is a synonym for beeler (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
castor brothers' farm is a synonym for beeler (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
castor farm is a synonym for beeler (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
catalina 495 is a synonym for catalina 491 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
catamarca is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
catamarka is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
catorce is a synonym for charcas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
catozze is a synonym for charcas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cedar creek is a synonym for alexander county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cedertown is a synonym for cedartown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ceel cali is a synonym for el ali (somali equivalent),,,,,0,0,,,,,N/A,Ocean/Unknown
cella di costamezzana is a synonym for borgo san donino (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cento is a synonym for renazzo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
central missouri is a synonym for ainsworth (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
central wyoming is a synonym for willow creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cerralvo is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cerro cosina is a synonym for cosina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cerro la bomba is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cerros del buei muerto is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cerros del buen muerto is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cerros del buey muerto is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cesena is a synonym for valdinoce (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ceylon is a synonym for mulletiwu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chachak is a synonym for jelica (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chaco gualamba is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chaco gualambo is a synonym for campo del cielo (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
chaharwala is a synonym for charwallas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chañaral is a synonym for merceditas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chañaral is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chañaralino is a synonym for merceditas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chang khan is a synonym for chiang khan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
changanorein is a synonym for cranganore (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
changxing dao is a synonym for changxing (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
charata is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
charca is a synonym for la charca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
charkov is a synonym for kharkov (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
charles county is a synonym for nanjemoy (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
charleston is a synonym for jenny's creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
charleville is a synonym for mont dieu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
charlotte is a synonym for monroe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chartres is a synonym for charsonville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
château renard is a synonym for château-renard (hyphen was missing in old version of this database),,,,,0,0,,,,,N/A,Ocean/Unknown
chateau-renard is a synonym for château-renard (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
chatillens is a synonym for chervettaz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chattooga county is a synonym for holland's store (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chautonnay is a synonym for chantonnay (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cherokee county is a synonym for canton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cherokee county is a synonym for losttown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cherokee mills is a synonym for canton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
