name,reclass,mass,fall,year,latitude,longitude,coordinates,,decade,address,ccode,country
gorukhpur is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gorukhur is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gorukpur is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gosnells is a synonym for mount dooling (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gostkowo is a synonym for pultusk (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gotha is a synonym for steinbach (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
gotha is a synonym for tabarz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
götzeroth is a synonym for simmern (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
grady (no. 1) is a synonym for grady (1933) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grady (no. 2) is a synonym for grady (1937) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grady (no. 3) is a synonym for grady (c) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
graham county is a synonym for morland (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gran chaco (iron) is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gran chaco (pallasite) is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gran chaco gualamba is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gran chaco i is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gran chaco ii is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
granada is a synonym for colomera (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
granès is a synonym for granes (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
granite peak is a synonym for wiluna (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grants is a synonym for grant (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
granview is a synonym for grandview (typo in prerelease of mb95),,,,,0,0,,,,,N/A,Ocean/Unknown
grasse is a synonym for la caille (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
graves is a synonym for moore county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grayton beach is a synonym for grayton (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
great fish river is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
great fish river is a synonym for cape of good hope (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
great namaqualand is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
greeley county is a synonym for ladder creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
greene county is a synonym for babb's mill (blake's iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grenade is a synonym for toulouse (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grimma is a synonym for steinbach (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grimma is a synonym for naunhof (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
griqualand is a synonym for orange river (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
griqualand is a synonym for daniel's kuil (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
groenewald is a synonym for benoni (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
groenewald-benoni is a synonym for benoni (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gröndorn is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grootfontein is a synonym for hoba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grosnaia is a synonym for grosnaja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grossnamaqualand is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
groznaia is a synonym for grosnaja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
groznaja is a synonym for grosnaja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
groznaya is a synonym for grosnaja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gruever is a synonym for gruver (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grünberg is a synonym for grady (1937) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grünberg is a synonym for grüneberg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
grzempy is a synonym for grzempach (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
guadalupe is a synonym for rancho de la pila (1882) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
guadalupe (of karavinsky) is a synonym for rancho de la pila (1882) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
guadelupe y calvo is a synonym for guadalupe y calvo (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
gualalupe (of karavinsky) is a synonym for rancho de la pila (1882) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
guanghua wudan shan is a synonym for guanghua (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
"guangxi coal mine is a synonym for nantan (in wasson & kallemeyn (2002) gca 66, 2445–2473)",,,,,0,0,,,,,N/A,Ocean/Unknown
guatemala is a synonym for chinautla (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
guc is a synonym for guêa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
guenie is a synonym for gao-guenie (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
guernsey county is a synonym for new concord (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
guetersloh is a synonym for gütersloh (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gumashnik is a synonym for gumoschnik (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gumuruh is a synonym for bandong (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gurdha is a synonym for moti-ka-nagla (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
gúrdha is a synonym for moti-ka-nagla (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gurkpur is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gurukpur is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gutsch is a synonym for guêa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gwarzo is a synonym for kabo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gyulateke is a synonym for mocs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gyulatelke is a synonym for mocs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hachiman is a synonym for gifu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hachioji is a synonym for hachi-oji (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hacienda concepcion is a synonym for chupaderos (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hacienda de bocas is a synonym for bocas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hacienda de potosi is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hacienda di mani is a synonym for toluca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hainant is a synonym for hainaut (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hakata is a synonym for higashi-koen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hale county is a synonym for plainview (1917) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
haleb is a synonym for aleppo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamada du draa is a synonym for el hammami (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamada du guir (no.1) is a synonym for acfer 011 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 001 is a synonym for el atchane 001 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 002 is a synonym for el atchane 002 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 003 is a synonym for el atchane 003 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 004 is a synonym for el atchane 004 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 005 is a synonym for el atchane 005 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 006 is a synonym for el atchane 006 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 007 is a synonym for el atchane 007 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 008 is a synonym for el atchane 008 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamadet el atchane 009 is a synonym for el atchane 009 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hamblen county is a synonym for morristown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamersley is a synonym for roebourne (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamersley range is a synonym for roebourne (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hami is a synonym for alatage (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hami is a synonym for qijiaojing (mb 100),,,,,0,0,,,,,N/A,Ocean/Unknown
hami 021 is a synonym for hami 020 (deleted duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
hamilton is a synonym for hamilton (queensland) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamilton county is a synonym for brenham (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamilton county is a synonym for carlton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamilton hotel is a synonym for henbury (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hamilton station is a synonym for hamilton (queensland) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hammersley is a synonym for roebourne (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hammersley range is a synonym for roebourne (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hanakai is a synonym for kyushu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hanakita is a synonym for kyushu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hapur is a synonym for bahjoi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hariya is a synonym for dokachi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
harliton is a synonym for harleton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
harrison county is a synonym for cynthiana (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hart range is a synonym for boxhole (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hartford is a synonym for marion (iowa) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
haruchas is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
harvard university is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hassi bou talha 001 is a synonym for hassi bou talha (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
hassi messauod is a synonym for hassi messaoud (original misspelled name),,,,,0,0,,,,,N/A,Ocean/Unknown
hassi-iekna is a synonym for hassi-jekna (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hassi-katham (no.2) is a synonym for acfer 010 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hässle is a synonym for hessle (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hastings county is a synonym for madoc (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hataya is a synonym for shiraiwa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hati-ozi is a synonym for hachi-oji (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hauptmannsdorf is a synonym for braunau (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
haute volta is a synonym for béréba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
haveroe is a synonym for haverö (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
haviland is a synonym for brenham (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
haviland (stone) is a synonym for haviland (a) (in nhm cat; metbase says haviland (b) - prob wrong),,,,,0,0,,,,,N/A,Ocean/Unknown
haviland township is a synonym for brenham (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hawaii is a synonym for honolulu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hay is a synonym for eli elwah (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hay is a synonym for pevensey (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hayami is a synonym for tané (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
haywood county is a synonym for ferguson (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
heat shield rock is a synonym for meridiani planum (mb90),,,,,0,0,,,,,N/A,Ocean/Unknown
hebei (iron) is a synonym for shangdu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hebrides is a synonym for tiree (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
heinrichau is a synonym for grüneberg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hejaz is a synonym for hedjaz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
helt township is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hembury is a synonym for henbury (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
henry county is a synonym for hopper (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
henry county is a synonym for locust grove (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hentey is a synonym for khenteisky (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
herceg is a synonym for dubrovnik (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hercegnovi is a synonym for dubrovnik (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
herlen is a synonym for kerulensky (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hermadale is a synonym for hermitage plains (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hermidale is a synonym for hermitage plains (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hermitage is a synonym for diep river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
heze is a synonym for hotse (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
heze is a synonym for juancheng (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hidalgo is a synonym for pacula (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
highland county is a synonym for pricetown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hill's stone is a synonym for travis county (a) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hiokomo is a synonym for fukutomi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hiquipilco is a synonym for toluca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hiromi is a synonym for gifu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hishikari is a synonym for kyushu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hishugari is a synonym for kyushu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hisikari is a synonym for kyushu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hislugari is a synonym for kyushu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hizen is a synonym for ogi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hmeljevka is a synonym for khmelevka (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hmeljovka is a synonym for khmelevka (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hoba wes is a synonym for hoba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hoba west is a synonym for hoba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hobart west is a synonym for hoba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hobbs (a) is a synonym for hobbs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hobdo is a synonym for adzhi-bogdo (stone) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hoboksar 002 is a synonym for hoboksar 001 (hoboksar 002 was a duplicate of 001),,,,,0,0,,,,,N/A,Ocean/Unknown
hochscheid is a synonym for simmern (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hoekmark is a synonym for hökmark (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hofmeyer is a synonym for karee kloof (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hohenlangenbeck is a synonym for salzwedel (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hojsin is a synonym for pribram (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
holata is a synonym for holetta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hollmayer no. 5 is a synonym for menindee lakes 005 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hollmayer no. 6 is a synonym for menindee lakes 006 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
honduras is a synonym for rosario (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
honey creek is a synonym for odessa (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hopewell mounds is a synonym for brenham (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
horace (no. 1) (2.9kg) is a synonym for ladder creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
horace (no. 2) (9.2kg) is a synonym for horace (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
horace (no. 2) (in part) is a synonym for ladder creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
horlick mountains is a synonym for thiel mountains (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
horowitz is a synonym for zebrak (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hosjsin is a synonym for pribram (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hotsu is a synonym for hotse (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
houck is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
howard county is a synonym for kokomo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hozowitz is a synonym for zebrak (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hrascina is a synonym for hraschina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hrasina is a synonym for hraschina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hressk is a synonym for gressk (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hualapai is a synonym for wallapai (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huanilla is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hubei is a synonym for hebei (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
huckitte is a synonym for huckitta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huejuquilla is a synonym for chupaderos (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huejuquilla is a synonym for morito (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huejuquilla is a synonym for sierra blanca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huejuquilla is a synonym for tule (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huesca is a synonym for roda (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hughes 91015 is a synonym for hughes 005 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hughes 91016 is a synonym for hughes 007 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hughes dip 91002 is a synonym for hughes 004 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hugo (iron) is a synonym for soper (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huittinen is a synonym for hvittis (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hukue is a synonym for fukue (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hukutomi is a synonym for fukutomi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hukuye is a synonym for fukue (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
humboldt iron is a synonym for morito (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
humoshnik is a synonym for gumoschnik (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hunsrück is a synonym for gibeon (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hunsrück is a synonym for simmern (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
huntsman (a) is a synonym for huntsman (syn created by discovery of (b) stone),,,,,0,0,,,,,N/A,Ocean/Unknown
hvittas is a synonym for hvittis (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
hyderabad is a synonym for alwal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
hyen is a synonym for mjelleim (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
iamysheva is a synonym for pavlodar (pallasite) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
iardymlinskii is a synonym for yardymly (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ibbenbühren is a synonym for ibbenbüren (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
iferouane is a synonym for aïr (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
iglau is a synonym for stannern (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
iharaota is a synonym for lalitpur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ihung is a synonym for jhung (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ikharene is a synonym for ikhrarene (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
il'inskaia stanitsa is a synonym for ilinskaya stanitza (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ilimaë is a synonym for ilimaes (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ilimaes (pallasite) is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
illinois is a synonym for admire (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
imilac 001 is a synonym for imilac (namesake of new dca),,,,,0,0,,,,,N/A,Ocean/Unknown
imilchil is a synonym for agoudal (commercial synonym),,,,,0,0,,,,,N/A,Ocean/Unknown
in salah is a synonym for acfer 001 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
inca is a synonym for tamarugal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
inca is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
indarh is a synonym for indarch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
indarkh is a synonym for indarch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
independence is a synonym for kenton county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
